applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,61,Key Account Manager- Alliances,Unnati,"Mumbai, Maharashtra",https://www.adzuna.in/details/2809242522?utm_medium=api&utm_source=195aa6d0,42,51,58,borderline,0.08,0/0,,"[{""need"": ""key account"", ""gain"": 2}, {""need"": ""account manager"", ""gain"": 2}, {""need"": ""manager alliances"", ""gain"": 2}, {""need"": ""alliances want"", ""gain"": 2}, {""need"": ""trailblazing fintech"", ""gain"": 2}]",,"{""skill_match"": 0.2344, ""experience_fit"": 0.85, ""domain"": 0.75, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,1000000,1200000,2022-01-13T04:26:27Z,data/resumes/2026-07-28/Unnati_Key_Account_Manager_Alliances/Mehul_Agarwal.docx,data/resumes/2026-07-28/Unnati_Key_Account_Manager_Alliances/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,tailoring skipped (GEMINI_API_KEY not set),"want, trailblazing, leveraging, software, change, face, short-term, financing, client, innovative, revolutionizing, short","Want to join the trailblazing Fintech company which is leveraging software and technology to change the face of short-term financing in India Our client is an innovative Fintech company that is revolutionizing the business of short term finance. The company is an online lending startup that is driven by an app-enabled technology platform to solve the funding challenges of SMEs by offering quick-turnaround, paperless business loans without collateral. It counts over 2 million small businesses ac…"
no,,,60,Senior Product Manager,Techvibz LLP,"Bangalore, Karnataka",https://www.adzuna.in/details/4882957670?utm_medium=api&utm_source=195aa6d0,46,80,56,borderline,0.08,0/0,,"[{""need"": ""azure integration capabilities"", ""gain"": 2}, {""need"": ""flagship product"", ""gain"": 2}, {""need"": ""efficient integration process"", ""gain"": 2}, {""need"": ""conduct market research"", ""gain"": 2}, {""need"": ""understand"", ""gain"": 2}]",,"{""skill_match"": 0.493, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,1500000,2800000,2024-10-01T12:03:53Z,data/resumes/2026-07-28/Techvibz_LLP_Senior_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Techvibz_LLP_Senior_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"launch, integration, capabilities, flagship, efficient, conduct, engage, understand, needs, challenges, services, collaborate","Responsibilities: 1. Lead the strategic planning, development, and launch of Azure integration capabilities within our flagship product ensuring a seamless and efficient integration process. 2. Conduct market research and engage with customers to understand their needs and challenges related to Azure cloud services. 3. Collaborate with engineering, design, and sales teams to define product requirements, roadmaps, and go-to-market strategies for Azure Launch. 4. Deliver actionable product featur…"
no,,,59,Product Manager,Siply Services,"Bangalore, Karnataka",https://www.adzuna.in/details/2724976669?utm_medium=api&utm_source=195aa6d0,47,54,53,borderline,0.08,0/0,,"[{""need"": ""shipping features"", ""gain"": 2}, {""need"": ""fast-paced environment"", ""gain"": 2}, {""need"": ""verticals micro-savings"", ""gain"": 2}, {""need"": ""micro-insurance"", ""gain"": 2}, {""need"": ""micro-credit"", ""gain"": 2}]",,"{""skill_match"": 0.3633, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,800000,3000000,2021-12-10T03:04:27Z,data/resumes/2026-07-28/Siply_Services_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Siply_Services_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"shipping, features, fast-paced, environment, verticals, micro-savings, micro-insurance, micro-credit, closely, managers, engineers, marketers","About the role We are looking for a Product Manager with experience of shipping features in a fast-paced environment. The candidate will own products under one of the verticals- Micro-savings, Micro-insurance or Micro-credit. The candidate will closely work with product managers, engineers, designers, marketers and business folks to identify product insights, create the product vision, drive development, launch high-quality product experiences and continuously iterate. What We are Looking For H…"
no,,,59,Product Manager,Acadecraft,"Bangalore, Karnataka",https://www.adzuna.in/details/2141802817?utm_medium=api&utm_source=195aa6d0,33,55,78,competitive,0.45,6/12,"brief, product vision, product area, ship features, product improvements, improvements seek","[{""need"": ""brief"", ""gain"": 3}, {""need"": ""product vision"", ""gain"": 3}, {""need"": ""product area"", ""gain"": 3}, {""need"": ""ship features"", ""gain"": 3}, {""need"": ""product improvements"", ""gain"": 3}]",,"{""skill_match"": 0.47, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,3500000,2021-04-26T11:27:43Z,data/resumes/2026-07-28/Acadecraft_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Acadecraft_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"brief, build, vision, execute, prioritized, area, engineers, features, seek, ideas, feedback, gather","Job brief As part of the product team, build the product vision and execute on the prioritized roadmap for your product area Work with engineers and designers to ship features and product improvements Seek product ideas and feedback from stakeholders, gather requirements, write specifications, and help shape wireframes and workflows Define clear and well-scoped requirement documents that are easily understood by technical and non-technical audiences Participate in user research initiatives with…"
no,,,59,Growth Manager,Newton School,"Bangalore, Karnataka",https://www.adzuna.in/details/5759291729?utm_medium=api&utm_source=195aa6d0,36,60,53,borderline,0.08,0/0,,"[{""need"": ""growth function"", ""gain"": 2}, {""need"": ""deliver gtm plans"", ""gain"": 2}, {""need"": ""achieve"", ""gain"": 2}, {""need"": ""growth goals cross-company"", ""gain"": 2}, {""need"": ""collaboration"", ""gain"": 2}]",,"{""skill_match"": 0.4144, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-11T06:57:26Z,data/resumes/2026-07-28/Newton_School_Growth_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Newton_School_Growth_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"goals, function, aligning, deliver, plans, markets, achieve, cross-company, collaboration, leaders, understanding, enhancements/initiatives","Responsibilities : Lead strategy and execution for the Growth function, aligning with Product and Marketing teams to deliver GTM plans for all business markets to achieve company growth goals Cross-company and team collaboration including experience working with product and revenue operations leaders Strong understanding of product enhancements/initiatives and procedures and the ability to create a do-anything environment necessary to support organizational goals Creating and implementing the m…"
no,,,59,Product Owner,Multi Recruit,"Bangalore, Karnataka",https://www.adzuna.in/details/1977247810?utm_medium=api&utm_source=195aa6d0,32,52,53,borderline,0.08,0/0,,"[{""need"": ""product owner take"", ""gain"": 1}, {""need"": ""product owner"", ""gain"": 1}, {""need"": ""owner providing"", ""gain"": 1}, {""need"": ""providing vision"", ""gain"": 1}, {""need"": ""direction"", ""gain"": 1}]",,"{""skill_match"": 0.415, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,3000000,3200000,2021-02-08T04:04:55Z,data/resumes/2026-07-28/Multi_Recruit_Product_Owner/Mehul_Agarwal.docx,data/resumes/2026-07-28/Multi_Recruit_Product_Owner/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"vision, take, scrum, owner, providing, direction, agile, always, adequate, amount, prior, prepared","Take the lead of scrum teams as the Product Owner Providing vision and direction to the Agile development team and stakeholders throughout the project and create requirements Ensure that the team always has an adequate amount of prior prepared tasks to work on Plan and prioritize product feature backlog and development for the product Define product vision, roadmap, and growth opportunities Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those wi…"
no,,,58,Product Manager II,razorpaysoftwareprivatelimited,Bengaluru,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4712108005,36,42,63,competitive,0.24,0/0,,"[{""need"": ""4 years of experience (you show 3.9)"", ""gain"": 3}, {""need"": ""razorpay"", ""gain"": 2}, {""need"": ""leading full-stack"", ""gain"": 2}, {""need"": ""full-stack financial"", ""gain"": 2}, {""need"": ""financial technology"", ""gain"": 2}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.885, ""domain"": 0.5, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",greenhouse,direct,,,2026-07-28T06:23:21-04:00,data/resumes/2026-07-28/razorpaysoftwareprivatelimited_Product_Manager_II/Mehul_Agarwal.docx,data/resumes/2026-07-28/razorpaysoftwareprivatelimited_Product_Manager_II/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,tailoring skipped (GEMINI_API_KEY not set),"nbsp, razorpay, ecosystem, customer, build, financial, businesses, money, payments, powering, asia, capital","Razorpay is one of India’s leading full-stack financial technology companies, powering the way businesses move, manage, and grow money. Founded in 2014 by Harshil Mathur and Shashank Kumar with a simple vision - to simplify payments for Indian businesses - we’ve since grown into a fintech powerhouse driving India’s digital payment revolution. Razorpay powers millions of businesses with a smarter, scalable stack that goes beyond transactions to help them truly build and grow. From building AI-native agentic payments, to AI-assisted fraud detection and real-time risk intelligence to automated reconciliation, smart payouts, and predictive financial insights, we are embedding intelligence across our stack to make money movement faster, safer, and more efficient. In close collaboration with ecosystem partners - including banks, networks, regulators - we are pioneering industry-first solutions that are shaping the next era of fintech Across India, Singapore and Malaysia, our products span everything from seamless checkouts to payroll automation - powering a fintech ecosystem that’s redefining how money moves across Asia. Today, that ecosystem supports everyone from early-stage startups to some of India’s largest enterprises, enabling them to accept, process, and disburse payments at scale while expanding into new ways of managing money more efficiently. Our scale speaks volumes: Razorpay processes $180+ billion in annualized transactions, powering leading businesses like Airbnb, Facebook, WhatsApp, Airtel, CRED, BookmyShow, Zomato, Swiggy, Lenskart, Mirae Asset Capital markets, Indian Oil, National Pension Scheme - and over 100 of India’s unicorns. With strong roots in India and growing operations in Southeast Asia, we are shaping the next chapter of financial technology across the region. We are backed by global investors including GIC, Peak XV Partners (formerly Sequoia Capital India &amp; SEA), Tiger Global, Ribbit Capital, Matrix Partners, MasterCard, and Salesforce V"
no,,,58,Business Development & Partnerships – Commercial Lead (VATech),cred,bengaluru,https://jobs.lever.co/cred/b532b595-bc8d-4b51-a2e6-7228ef1cabfc,36,64,51,borderline,0.08,0/0,,"[{""need"": ""partnerships commercial"", ""gain"": 1}, {""need"": ""commercial lead"", ""gain"": 1}, {""need"": ""vatech"", ""gain"": 1}, {""need"": ""formerly happay"", ""gain"": 1}, {""need"": ""b2b payments"", ""gain"": 1}]",,"{""skill_match"": 0.2965, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",lever,direct,,,1784891098085,data/resumes/2026-07-28/cred_Business_Development_Partnerships_Commer/Mehul_Agarwal.docx,data/resumes/2026-07-28/cred_Business_Development_Partnerships_Commer/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,tailoring skipped (GEMINI_API_KEY not set),"cred, enterprise, formerly, happay, payments, purpose, scale, commercial, pipeline, sales, banks, fintechs","VA Tech (a CRED company, formerly Happay) is CRED's B2B payments infrastructure business.
 
Role Purpose:
Own and scale VA Tech's commercial engine – pipeline, enterprise sales, and partnerships — across banks, fintechs, and enterprise ecosystem partners, converting VA Tech's platform capability into predictable, compounding revenue."
no,,,58,Product Manager,Experian,"Mumbai, Maharashtra",https://www.adzuna.in/details/5801251067?utm_medium=api&utm_source=195aa6d0,52,71,55,borderline,0.14,0/0,,"[{""need"": ""description experian"", ""gain"": 2}, {""need"": ""smart product"", ""gain"": 2}, {""need"": ""management professionals"", ""gain"": 2}, {""need"": ""credit services business"", ""gain"": 2}, {""need"": ""existing solutions"", ""gain"": 2}]",,"{""skill_match"": 0.2548, ""experience_fit"": 0.85, ""domain"": 0.5, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-15T18:55:31Z,data/resumes/2026-07-28/Experian_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Experian_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"experian, services, description, smart, professionals, responsible, understanding, existing, solutions, those, exposure, retail","Job Description Experian is looking for smart product management professionals to be a part of our Credit Services business. In the role of Product Manager, you will be responsible for understanding existing solutions & help market those. Your exposure to product management in retail lending products will differentiate you from the rest. Being among the Top 100 ‘The most innovative Companies of 2014 by Forbes’; Experian India provides data, analytical and marketing services to enable organizati…"
no,,,58,"Senior Product Manager,",Talent Pro,"Bangalore, Karnataka",https://www.adzuna.in/details/5680047956?utm_medium=api&utm_source=195aa6d0,41,77,76,competitive,0.45,5/12,"mandatory, recent career, last, hands-on technical, software development, dot net, angular stack","[{""need"": ""mandatory"", ""gain"": 3}, {""need"": ""recent career"", ""gain"": 3}, {""need"": ""last"", ""gain"": 3}, {""need"": ""hands-on technical"", ""gain"": 3}, {""need"": ""software development"", ""gain"": 3}]",,"{""skill_match"": 0.4407, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,2500000,3700000,2026-03-27T11:43:35Z,data/resumes/2026-07-28/Talent_Pro_Senior_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-07-28/Talent_Pro_Senior_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (GEMINI_API_KEY not set),"mandatory, senior, past, recent, career, last, hands-on, background, software, angular, mandato","Strong Senior Product Manager with past development experience profile. Mandatory (Experience 1) – Must have 12 years of overall experience, with 3 years as a Product Manager in the recent career (last 3 years) Mandatory (Experience 2) – Must have 3 years of hands-on technical background in software development (Dot net and Angular stack preferred) Mandatory (Experience 4) – Must have end-to-end product lifecycle experience, including product strategy, roadmap, development, and delivery Mandato…"
