applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,47,Partnerships Manager,AirportZo,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5801399692?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=45599D7702058993538995C26B61CEA14116D0C8,25,35,25,weak,0.08,0/0,,"[{""need"": ""description airportzo.com"", ""gain"": 2}, {""need"": ""forward-thinking organization dedicated"", ""gain"": 2}, {""need"": ""excellence"", ""gain"": 2}, {""need"": ""delivering value-driven solutions"", ""gain"": 2}, {""need"": ""commitment"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-15T22:27:15Z,,,,[],[],[],[],[],[],,,,"airportzo.com, description, forward-thinking, organization, dedicated, excellence, delivering, value-driven, solutions, commitment, innovation, customer","Company Description AirportZo.com is a forward-thinking organization dedicated to excellence and delivering value-driven solutions. With a commitment to innovation and customer satisfaction, the company continuously strives to set benchmarks in providing quality services. AirportZo.com fosters a collaborative work environment that emphasizes professional development and growth opportunities for its team members. At the core of its operations lies a dedication to building meaningful partnerships…"
no,,,47,Assistant Program Manager,"Educational Outreach, IIT Bombay","Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5807168474?se=8CA4ojaL8RGzXOXcL2h5mg&utm_medium=api&utm_source=195aa6d0&v=DF70BE43A789574CF640BF5DCD25EA9C899781E3,31,52,25,weak,0.08,0/0,,"[{""need"": ""assistant program"", ""gain"": 1}, {""need"": ""program manager"", ""gain"": 1}, {""need"": ""manager assistant"", ""gain"": 1}, {""need"": ""school outreach"", ""gain"": 1}, {""need"": ""vision"", ""gain"": 1}]",,"{""skill_match"": 0.1494, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-19T18:14:21Z,,,,[],[],[],[],[],[],,,,"bombay, assistant, program, outreach, vision, rank, institutes, worldwide, fostering, relationships, alumni, corporations","Assistant Program Manager - School Outreach Our Vision: Help IIT Bombay rank among the top engineering and technology institutes worldwide by fostering strong relationships with its alumni, corporations and philanthropists. About us: The Indian Institute of Technology Bombay (IIT Bombay), established in 1958, is one of India’s premier institutions for science, engineering, and technology education and research. Recognised as an Institution of Eminence by the Ministry of Education, IIT Bombay co…"
no,,,47,Technical Program Manager,Praan,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5819623153?se=8CA4ojaL8RGzXOXcL2h5mg&utm_medium=api&utm_source=195aa6d0&v=13709E2B31F5382F39CE898DDEAC8CF9432F7FC7,22,30,25,weak,0.08,0/0,,"[{""need"": ""technical program manager"", ""gain"": 1}, {""need"": ""praan"", ""gain"": 1}, {""need"": ""impact focused"", ""gain"": 1}, {""need"": ""focused deep-tech"", ""gain"": 1}, {""need"": ""deep-tech startup"", ""gain"": 1}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:21:19Z,,,,[],[],[],[],[],[],,,,"praan, background, impact, focused, deep-tech, startup, democratising, clean, breakthrough, filterless, backed, tier","Background Praan (Praan, Inc.) is an impact focused deep-tech startup democratising clean air using breakthrough filterless technology. The company is backed by top tier VCs and CXOs globally and currently operates between the United States and India. Our team puts extreme attention to detail and loves building technology that's aspirational. Praan's team and culture is positioned to empower people to solve large global problems at an accelerated pace. Why Everyone worries about the dooms-day i…"
no,,,47,Growth Manager,Yourstory Media,"Bangalore, Karnataka",https://www.adzuna.in/details/5723593132?utm_medium=api&utm_source=195aa6d0,22,25,25,weak,0.08,0/0,,"[{""need"": ""captable"", ""gain"": 1}, {""need"": ""subscription-first business"", ""gain"": 1}, {""need"": ""business journalism"", ""gain"": 1}, {""need"": ""journalism platform"", ""gain"": 1}, {""need"": ""publishes deeply reported"", ""gain"": 1}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,1800000,2000000,2026-05-09T06:02:44Z,,,,[],[],[],[],[],[],,,,"captable, founders, subscription-first, journalism, publishes, deeply, reported, intelligence-grade, stories, consequential, companies, public","About The CapTable The CapTable is a subscription-first business journalism platform that publishes deeply reported, intelligence-grade stories on India's most consequential companies, founders, public markets, and capital flows. Our readers are operators, investors, founders, analysts, and policymakers who pay because our reporting changes the way they read a balance sheet, evaluate a deal, or place a bet. We've built a brand that punches well above its size. The next leg of our growth is engi…"
no,,,47,AVP - Business Growth Manager,Acura Solution,"Mumbai, Maharashtra",https://www.adzuna.in/details/5728448021?utm_medium=api&utm_source=195aa6d0,30,37,25,weak,0.08,0/0,,"[{""need"": ""avp"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}, {""need"": ""entire contact"", ""gain"": 1}, {""need"": ""contact center"", ""gain"": 1}, {""need"": ""center business"", ""gain"": 1}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-14T02:27:59Z,,,,[],[],[],[],[],[],,,,"outbound, entire, contact, center, sales, description, managing, securities, handling, background, proposing, deals",Job Description: Managing the entire contact center business for outbound business. Team - 200 -300 outbound sales sales & marketing Securities experience handling the entire contact background center business for outbound business. AVP - Business Growth Manager Proposing potential business deals by contacting potential partners and discovering and exploring opportunities. Setting up meetings between client decision-makers and the company as practice leaders.
no,,,46,Technical Program Manager,Odessa,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5819622581?se=8CA4ojaL8RGzXOXcL2h5mg&utm_medium=api&utm_source=195aa6d0&v=92A53DD5D0D5D2FD6AACDF9BFF906A6C44454EEE,32,50,23,weak,0.08,0/0,,"[{""need"": ""technical program manager"", ""gain"": 1}, {""need"": ""description technical"", ""gain"": 1}, {""need"": ""technical program"", ""gain"": 1}, {""need"": ""program manager"", ""gain"": 1}, {""need"": ""manager location"", ""gain"": 1}]",,"{""skill_match"": 0.0417, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:20:50Z,,,,[],[],[],[],[],[],,,,"odessa, asset, leasing, description, program, location, bangalore, global, provider, software, solutions, serving","Job Description – Technical Program Manager Location: Bangalore About: Odessa is a global technology company and a leading provider of asset finance software solutions, serving many of the world’s top financial institutions and equipment leasing organizations. Headquartered in the United States with a strong presence in India, Odessa delivers an enterprise platform that helps clients modernize leasing, lending, and asset management operations at scale. Odessa’s platform combines deep domain exp…"
no,,,46,"Program Manager, Business Execution Office",real estate GCC,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5819621291?se=8CA4ojaL8RGzXOXcL2h5mg&utm_medium=api&utm_source=195aa6d0&v=BD724535F26193CB80FBD663E7CC15CD9046C27A,35,72,23,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""business execution office"", ""gain"": 2}, {""need"": ""summary link logistics"", ""gain"": 2}, {""need"": ""complex"", ""gain"": 2}, {""need"": ""multi-project initiatives"", ""gain"": 2}]",,"{""skill_match"": 0.1343, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:19:39Z,,,,[],[],[],[],[],[],,,,"program, link, logistics, seeking, complex, multi-project, initiatives, transformation, accountable, priorities, projects, timeline","Job Summary Link Logistics is seeking a Program Manager to lead the execution of complex, multi-project initiatives that support technology, operations, and business transformation. This role is accountable for translating strategic priorities into aligned projects, ensuring timeline and issue/risk management, measuring business outcomes, and driving communication and status reporting across the enterprise with various business and leadership stakeholders. The Program Manager operates at the in…"
no,,,45,Sponsorships & Brand Partnerships Manager,Phase 1 Events and Experiences,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5801404003?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=F3C6589109E16847625C4310A9317EEF234409DD,24,34,31,weak,0.24,0/0,,"[{""need"": ""4 years of experience (you show 3.9)"", ""gain"": 2}, {""need"": ""sponsorships brand"", ""gain"": 1}, {""need"": ""brand partnerships"", ""gain"": 1}, {""need"": ""manager location"", ""gain"": 1}, {""need"": ""bengaluru department"", ""gain"": 1}]",Unverifiable mandatory gate — confirm manually: work authorization/visa,"{""skill_match"": 0.0833, ""experience_fit"": 0.885, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-15T22:28:15Z,,,,[],[],[],[],[],[],,,,"sponsorship, brand, location, bengaluru, department, special, projects, relationship-driven, commercially, phase, originals, focus","Location: Bengaluru Department: IP & Special Projects Experience: 4–8 Years About the Role We are looking for a strategic, relationship-driven and commercially strong sponsorship professional to join the Phase 1 Originals team. This role will focus on building and driving sponsorships and brand partnerships across live entertainment IPs, festivals, musicals and large-scale experiential events. The ideal candidate is someone who understands the sponsorship and brand partnership ecosystem deeply,…"
no,,,45,Community Manager – Startup Ecosystem & Partnerships,Cashfree Payments,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5787964088?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=7BB87EB4A87CECD5CC1042B7845AD2D675AEFE12,23,25,22,weak,0.08,0/0,,"[{""need"": ""community manager"", ""gain"": 2}, {""need"": ""manager startup"", ""gain"": 2}, {""need"": ""startup ecosystem"", ""gain"": 2}, {""need"": ""ecosystem partnerships"", ""gain"": 2}, {""need"": ""cashfree payments"", ""gain"": 2}]",,"{""skill_match"": 0.0758, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-04T17:04:11Z,,,,[],[],[],[],[],[],,,,"payments, cashfree, businesses, make, leader, founded, processes, transactions, worth, annually, collect, payment","About Us : Cashfree Payments is a leader in payments in India. Founded in 2015, Cashfree Payments processes transactions worth $80B annually for more than 800,000 businesses .Businesses use Cashfree Payments to collect payments from 100 payment methods, make payouts, make cross-border payments, improve conversions with a one-click checkout, recover abandoned carts, and predict and reduce returns. With an easy onboarding and integration process, and compatibility with popular merchant platforms …"
no,,,45,Corporate Partnerships Executive – Whitefield,2 PINTS BREWING TAPROOM & KITCHEN,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5819621288?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=81BFE9507A54AD8B506710E9281B14002D88EE7B,26,41,22,weak,0.08,0/0,,"[{""need"": ""corporate partnerships"", ""gain"": 1}, {""need"": ""partnerships executive"", ""gain"": 1}, {""need"": ""executive whitefield"", ""gain"": 1}, {""need"": ""whitefield location"", ""gain"": 1}, {""need"": ""pints brewing"", ""gain"": 1}]",,"{""skill_match"": 0.1077, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:19:39Z,,,,[],[],[],[],[],[],,,,"corporate, whitefield, location, pints, brewing, taproom, bangalore, overview, executive, play, weekday, generating","Location:2 Pints Brewing Taproom & Kitchen | Whitefield, Bangalore ﻿ Role Overview As the Corporate Partnerships Executive , you will play a key role in growing our weekday corporate business by generating new leads and building strong relationships with our corporate customers. Working closely with the Corporate Partnerships Manager, you will actively engage with companies across the Whitefield business district, convert prospects into customers, and ensure existing corporate clients continue …"
no,,,45,Program Manager,Great Learning,"Bangalore, Karnataka",https://www.adzuna.in/details/5819193178?utm_medium=api&utm_source=195aa6d0,26,33,22,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""manager take"", ""gain"": 2}, {""need"": ""take ownership"", ""gain"": 2}, {""need"": ""end-to-end learning journey"", ""gain"": 2}, {""need"": ""participants"", ""gain"": 2}]",,"{""skill_match"": 0.12, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T07:51:19Z,,,,[],[],[],[],[],[],,,,"learning, manage, take, ownership, outcomes, satisfaction, serve, first, point, contact, troubleshoot, queries","Take ownership of the end-to-end learning journey of participants to ensure learning outcomes and high satisfaction. Serve as the first point of contact for participants, troubleshoot queries, and manage discussions. Manage all Program Office responsibilities including scheduling and delivery of online sessions, webinars, evaluations, grading, presentations, etc. Engage with internal and external stakeholders such as senior managers, academicians, and industry professionals. Monitor participant…"
no,,,44,Luxury Partnerships Manager,Ziniosa,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5813877024?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=533824814685B3811DFAC7F60A0449C22D526AE0,20,32,23,weak,0.14,0/0,,"[{""need"": ""luxury partnerships"", ""gain"": 1}, {""need"": ""manager ziniosa"", ""gain"": 1}, {""need"": ""someone"", ""gain"": 1}, {""need"": ""loves sales"", ""gain"": 1}, {""need"": ""negotiations"", ""gain"": 1}]",,"{""skill_match"": 0.0833, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-24T18:59:48Z,,,,[],[],[],[],[],[],,,,"luxury, ziniosa, fashion, sellers, relationships, consignments, bags, accessories, someone, loves, sales, negotiations","Ziniosa is looking for someone who loves sales, negotiations, and luxury fashion. Your primary responsibility will be to acquire luxury inventory by speaking with sellers daily, building relationships, negotiating consignments, and convincing owners to sell their luxury bags and accessories through Ziniosa. Role & Responsibilities Source and onboard luxury bags, accessories, and fashion items. Build relationships with sellers and convert leads into consignments. Negotiate pricing and consignmen…"
